"xllcorner","yllcorner","cellsize","nrows","ncols","site","product","start","end","complete","modis_date","calendar_date","tile","proc_date","pixel","Vegetation_Code","Vegetation_Group","EVI_Amplitude","EVI_Minimum","EVI_Area","Dormancy","Greenup","MidGreenup","MidGreendown","Maturity","Senescence","EVI_Maximum","year","lat","long","grid_id","ndvi_max","ndvi_max_doy"
-383159.64,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2009001","2009-01-01","h17v03",2022096100000,24,"WH","Wet Heath",0.2671,0.1635,18,312,72,151,278,181,234,0.4306,2009,"57.02928","-6.327443",25,0.624619931455312,208.5559566787
-383159.64,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2010001","2010-01-01","h17v03",2022096153542,24,"WH","Wet Heath",0.2077,0.2096,10.2,325,139,163,298,192,240,0.4173,2010,"57.02928","-6.327443",25,0.616458719677737,213.842696629213
-383159.64,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2011001","2011-01-01","h17v03",2022101042911,24,"WH","Wet Heath",0.26,0.1438,23.7,307,46,141,283,189,244,0.4038,2011,"57.02928","-6.327443",25,0.638284136322527,216.263537906137
-383159.64,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2013001","2013-01-01","h17v03",2022105153143,24,"WH","Wet Heath",0.2302,0.2116,10.3,301,153,176,274,202,239,0.4418,2013,"57.02928","-6.327443",25,0.685605778687879,218.85559566787
-383159.64,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2014001","2014-01-01","h17v03",2022110133106,24,"WH","Wet Heath",0.2381,0.2213,13.5,320,123,153,287,186,241,0.4594,2014,"57.02928","-6.327443",25,0.686558901345085,220.592057761733
-383159.64,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2015001","2015-01-01","h17v03",2022111220356,24,"WH","Wet Heath",0.2592,0.1943,17,308,136,165,290,196,253,0.4535,2015,"57.02928","-6.327443",25,0.681206555930229,216.274368231047
-383159.64,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2016001","2016-01-01","h17v03",2022113070801,24,"WH","Wet Heath",0.3017,0.1348,23,297,33,150,263,181,227,0.4365,2016,"57.02928","-6.327443",25,0.67575807206255,209.357400722022
-383159.64,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2017001","2017-01-01","h17v03",2022115023625,24,"WH","Wet Heath",0.2395,0.1985,12.9,315,131,161,285,193,236,0.438,2017,"57.02928","-6.327443",25,0.657086964189282,207.670411985019
-383159.64,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2018001","2018-01-01","h17v03",2022115212012,24,"WH","Wet Heath",0.2964,0.12,21.6,346,39,147,267,175,222,0.4164,2018,"57.02928","-6.327443",25,0.660123523091673,207.003610108303
-383159.64,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2019001","2019-01-01","h17v03",2022116173038,24,"WH","Wet Heath",0.2672,0.12,21.9,351,85,135,281,175,245,0.3872,2019,"57.02928","-6.327443",25,0.652307517594321,206.454873646209
-383159.64,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2020001","2020-01-01","h17v03",2022117220647,24,"WH","Wet Heath",0.3048,0.1628,25.1,315,65,151,286,189,251,0.4676,2020,"57.02928","-6.327443",25,0.696462015687052,208.241877256318
-383159.64,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2021001","2021-01-01","h17v03",2022294172643,24,"WH","Wet Heath",0.2837,0.1668,18.5,304,106,156,285,186,242,0.4505,2021,"57.02928","-6.327443",25,0.689604679179204,208.256317689531
-383159.64,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2022001","2022-01-01","h17v03",2023221171149,24,"WH","Wet Heath",0.3186,0.12,24,309,76,136,288,178,245,0.4386,2022,"57.02928","-6.327443",25,0.702836310631797,208.249097472924
-382696.29,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2001001","2001-01-01","h17v03",2022070180635,23,"WH","Wet Heath",0.2259,0.1417,15.4,306,61,160,283,190,243,0.3676,2001,"57.02928","-6.319612",26,0.645247476031868,216.956349206349
-382696.29,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2002001","2002-01-01","h17v03",2022075075940,23,"WH","Wet Heath",0.2248,0.1801,14.3,330,132,159,303,187,256,0.4049,2002,"57.02928","-6.319612",26,0.653016514995002,216.31746031746
-382696.29,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2003001","2003-01-01","h17v03",2022078114550,23,"WH","Wet Heath",0.2592,0.1387,21.9,319,38,141,262,182,225,0.3979,2003,"57.02928","-6.319612",26,0.6747555480454,215.77380952381
-382696.29,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2005001","2005-01-01","h17v03",2022083212811,23,"WH","Wet Heath",0.273,0.12,22.7,300,61,151,278,188,240,0.393,2005,"57.02928","-6.319612",26,0.648629281682084,214.97609561753
-382696.29,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2006001","2006-01-01","h17v03",2022084115002,23,"WH","Wet Heath",0.2053,0.2045,10.7,392,144,169,267,198,239,0.4098,2006,"57.02928","-6.319612",26,0.649066873771482,220.261904761905
-382696.29,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2007001","2007-01-01","h17v03",2022085224510,23,"WH","Wet Heath",0.1823,0.2316,9,299,133,158,272,187,233,0.4139,2007,"57.02928","-6.319612",26,0.651135029541698,214.170634920635
-382696.29,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2008001","2008-01-01","h17v03",2022094210358,23,"WH","Wet Heath",0.2065,0.1662,16.8,386,37,149,363,185,236,0.3727,2008,"57.02928","-6.319612",26,0.631774899679302,210.492063492063
-382696.29,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2009001","2009-01-01","h17v03",2022096100000,23,"WH","Wet Heath",0.2107,0.1936,13.1,306,126,158,281,188,248,0.4043,2009,"57.02928","-6.319612",26,0.616011467942108,209.178571428571
-382696.29,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2010001","2010-01-01","h17v03",2022096153542,23,"WH","Wet Heath",0.1939,0.203,10.1,323,141,164,291,194,244,0.3969,2010,"57.02928","-6.319612",26,0.610757106675944,214.666666666667
-382696.29,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2011001","2011-01-01","h17v03",2022101042911,23,"WH","Wet Heath",0.1997,0.174,17.2,320,39,144,296,187,246,0.3737,2011,"57.02928","-6.319612",26,0.628756597288388,215.09126984127
-382696.29,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2013001","2013-01-01","h17v03",2022105153143,23,"WH","Wet Heath",0.1968,0.2038,8.2,312,156,175,278,199,238,0.4006,2013,"57.02928","-6.319612",26,0.674248185800051,219.234126984127
-382696.29,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2014001","2014-01-01","h17v03",2022110133106,23,"WH","Wet Heath",0.2411,0.187,14.7,332,122,149,293,181,234,0.4281,2014,"57.02928","-6.319612",26,0.681078872264455,218.337301587302
-382696.29,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2015001","2015-01-01","h17v03",2022111220356,23,"WH","Wet Heath",0.3463,0.12,26.7,314,53,161,290,194,246,0.4663,2015,"57.02928","-6.319612",26,0.661724622025405,213.404761904762
-382696.29,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2016001","2016-01-01","h17v03",2022113070801,23,"WH","Wet Heath",0.2637,0.12,22.6,319,31,145,263,177,220,0.3837,2016,"57.02928","-6.319612",26,0.662700640867797,209.119047619048
-382696.29,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2017001","2017-01-01","h17v03",2022115023625,23,"WH","Wet Heath",0.207,0.2014,11.3,297,131,161,271,193,236,0.4084,2017,"57.02928","-6.319612",26,0.655114426509823,206.227091633466
-382696.29,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2018001","2018-01-01","h17v03",2022115212012,23,"WH","Wet Heath",0.2058,0.171,12.9,357,35,153,264,177,226,0.3768,2018,"57.02928","-6.319612",26,0.645865533088371,208.007936507937
-382696.29,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2019001","2019-01-01","h17v03",2022116173038,23,"WH","Wet Heath",0.2311,0.1545,19.4,339,61,146,288,184,246,0.3856,2019,"57.02928","-6.319612",26,0.648470267657501,207.992063492063
-382696.29,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2020001","2020-01-01","h17v03",2022117220647,23,"WH","Wet Heath",0.2737,0.1799,16.8,316,89,149,285,181,237,0.4536,2020,"57.02928","-6.319612",26,0.690943211406054,207.753968253968
-382696.29,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2021001","2021-01-01","h17v03",2022294172643,23,"WH","Wet Heath",0.2754,0.1542,20.5,307,56,153,285,184,243,0.4296,2021,"57.02928","-6.319612",26,0.672847150047959,207.095238095238
-382696.29,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2022001","2022-01-01","h17v03",2023221171149,23,"WH","Wet Heath",0.3082,0.12,24.7,316,66,137,289,180,243,0.4282,2022,"57.02928","-6.319612",26,0.691491987108628,206.111111111111
-382233,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2001001","2001-01-01","h17v03",2022070180635,22,"WH","Wet Heath",0.1889,0.1336,14.4,295,63,166,280,196,252,0.3225,2001,"57.02928","-6.311781",20,0.597364895423708,219.349442379182
-382233,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2002001","2002-01-01","h17v03",2022075075940,22,"WH","Wet Heath",0.2271,0.1308,18.7,312,47,153,287,188,251,0.3579,2002,"57.02928","-6.311781",20,0.606252988753554,220.353159851301
-382233,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2003001","2003-01-01","h17v03",2022078114550,22,"WH","Wet Heath",0.1662,0.1743,14.4,313,39,147,289,185,242,0.3405,2003,"57.02928","-6.311781",20,0.621047799380884,220.836431226766
-382233,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2005001","2005-01-01","h17v03",2022083212811,22,"WH","Wet Heath",0.1806,0.1829,11,318,136,165,294,199,258,0.3635,2005,"57.02928","-6.311781",20,0.598820617186738,220.026022304833
-382233,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2006001","2006-01-01","h17v03",2022084115002,22,"WH","Wet Heath",0.1765,0.1953,8.3,306,147,171,269,197,237,0.3718,2006,"57.02928","-6.311781",20,0.591544210087919,218.914498141264
-382233,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2007001","2007-01-01","h17v03",2022085224510,22,"WH","Wet Heath",0.1194,0.213,5.8,315,131,153,287,180,234,0.3324,2007,"57.02928","-6.311781",20,0.593128778161757,216.386617100372
-382233,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2008001","2008-01-01","h17v03",2022094210358,22,"WH","Wet Heath",0.1499,0.1969,8.7,327,136,162,300,202,247,0.3468,2008,"57.02928","-6.311781",20,0.577632589942832,214.988847583643
-382233,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2009001","2009-01-01","h17v03",2022096100000,22,"WH","Wet Heath",0.1903,0.1792,11.7,299,62,157,275,184,234,0.3695,2009,"57.02928","-6.311781",20,0.56180641458377,211.721189591078
-382233,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2010001","2010-01-01","h17v03",2022096153542,22,"WH","Wet Heath",0.153,0.1903,9.2,321,45,164,295,191,249,0.3433,2010,"57.02928","-6.311781",20,0.539524017388746,216.102941176471
-382233,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2011001","2011-01-01","h17v03",2022101042911,22,"WH","Wet Heath",0.2015,0.1343,18.7,312,19,132,290,173,217,0.3358,2011,"57.02928","-6.311781",20,0.577956895853574,216.925650557621
-382233,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2013001","2013-01-01","h17v03",2022105153143,22,"WH","Wet Heath",0.2578,0.12,20,287,46,165,256,195,230,0.3778,2013,"57.02928","-6.311781",20,0.614099219328829,221.007434944238
-382233,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2014001","2014-01-01","h17v03",2022110133106,22,"WH","Wet Heath",0.1992,0.1906,11.2,335,123,157,298,190,240,0.3898,2014,"57.02928","-6.311781",20,0.617743925259369,221.587360594796
-382233,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2015001","2015-01-01","h17v03",2022111220356,22,"WH","Wet Heath",0.143,0.1876,13.7,306,134,163,291,187,270,0.3306,2015,"57.02928","-6.311781",20,0.594413018227377,217.918215613383
-382233,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2016001","2016-01-01","h17v03",2022113070801,22,"WH","Wet Heath",0.2244,0.12,18.2,312,32,143,288,174,228,0.3444,2016,"57.02928","-6.311781",20,0.597391242608725,213.085501858736
-382233,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2017001","2017-01-01","h17v03",2022115023625,22,"WH","Wet Heath",0.2421,0.1318,21.6,288,42,146,270,187,238,0.3739,2017,"57.02928","-6.311781",20,0.593661121185161,210.587360594796
-382233,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2018001","2018-01-01","h17v03",2022115212012,22,"WH","Wet Heath",0.193,0.174,13.3,319,56,160,277,192,243,0.367,2018,"57.02928","-6.311781",20,0.586526193682791,210.669144981413
-382233,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2019001","2019-01-01","h17v03",2022116173038,22,"WH","Wet Heath",0.2466,0.12,23.5,317,59,144,288,190,252,0.3666,2019,"57.02928","-6.311781",20,0.599378451047925,210.282527881041
-382233,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2020001","2020-01-01","h17v03",2022117220647,22,"WH","Wet Heath",0.2238,0.2018,12.3,310,132,159,280,185,228,0.4256,2020,"57.02928","-6.311781",20,0.636544167959683,211.033457249071
-382233,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2021001","2021-01-01","h17v03",2022294172643,22,"WH","Wet Heath",0.2142,0.1719,14.1,324,54,162,281,189,236,0.3861,2021,"57.02928","-6.311781",20,0.622371783188281,210.684014869888
-382233,6341361.19,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2022001","2022-01-01","h17v03",2023221171149,22,"WH","Wet Heath",0.2918,0.12,23.5,307,52,142,281,183,232,0.4118,2022,"57.02928","-6.311781",20,0.626513613047955,210.423791821561
-384549.56,6341824.43,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2001001","2001-01-01","h17v03",2022070180635,34,"WH","Wet Heath",0.3676,0.1685,22.4,311,134,165,282,195,241,0.5361,2001,"57.03378","-6.350935",30,0.761609158916168,208.92523364486
-384549.56,6341824.43,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2002001","2002-01-01","h17v03",2022075075940,34,"WH","Wet Heath",0.3776,0.12,28.7,314,46,138,282,170,245,0.4976,2002,"57.03378","-6.350935",30,0.777786277436398,209.07476635514
-384549.56,6341824.43,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2003001","2003-01-01","h17v03",2022078114550,34,"WH","Wet Heath",0.3304,0.1609,23.7,315,47,147,283,183,230,0.4913,2003,"57.03378","-6.350935",30,0.793588354838105,209.191588785047
-384549.56,6341824.43,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2005001","2005-01-01","h17v03",2022083212811,34,"WH","Wet Heath",0.375,0.164,21.6,303,126,158,273,186,235,0.539,2005,"57.03378","-6.350935",30,0.736414373400933,207.989637305699
-384549.56,6341824.43,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2006001","2006-01-01","h17v03",2022084115002,34,"WH","Wet Heath",0.379,0.1463,24,308,123,157,284,189,243,0.5253,2006,"57.03378","-6.350935",30,0.754145086554679,209.383177570093
-384549.56,6341824.43,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2007001","2007-01-01","h17v03",2022085224510,34,"WH","Wet Heath",0.4186,0.132,31.3,305,41,144,272,179,229,0.5506,2007,"57.03378","-6.350935",30,0.730190324149469,207.792553191489
-384549.56,6341824.43,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2008001","2008-01-01","h17v03",2022094210358,34,"WH","Wet Heath",0.3748,0.1264,28.2,273,58,143,248,183,222,0.5012,2008,"57.03378","-6.350935",30,0.723871522513003,207.648854961832
-384549.56,6341824.43,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2009001","2009-01-01","h17v03",2022096100000,34,"WH","Wet Heath",0.3484,0.2047,18.8,288,125,154,262,185,231,0.5531,2009,"57.03378","-6.350935",30,0.721052785759211,207.271794871795
-384549.56,6341824.43,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2010001","2010-01-01","h17v03",2022096153542,34,"WH","Wet Heath",0.3562,0.1901,19.2,302,135,162,275,193,237,0.5463,2010,"57.03378","-6.350935",30,0.678773656842671,211.887931034483
-384549.56,6341824.43,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2011001","2011-01-01","h17v03",2022101042911,34,"WH","Wet Heath",0.3803,0.12,28,320,74,137,279,175,233,0.5003,2011,"57.03378","-6.350935",30,0.765586699298809,211
-384549.56,6341824.43,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2013001","2013-01-01","h17v03",2022105153143,34,"WH","Wet Heath",0.4108,0.1293,29.1,312,50,162,279,192,235,0.5401,2013,"57.03378","-6.350935",30,0.783396667362229,213.42654028436
-384549.56,6341824.43,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2014001","2014-01-01","h17v03",2022110133106,34,"WH","Wet Heath",0.4529,0.12,32.7,310,56,148,276,181,232,0.5729,2014,"57.03378","-6.350935",30,0.801608317367739,213.205607476636
-384549.56,6341824.43,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2015001","2015-01-01","h17v03",2022111220356,34,"WH","Wet Heath",0.4381,0.12,32.2,309,86,160,288,197,251,0.5581,2015,"57.03378","-6.350935",30,0.783804499579346,209.253521126761
-384549.56,6341824.43,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2016001","2016-01-01","h17v03",2022113070801,34,"WH","Wet Heath",0.4262,0.12,30.7,302,45,153,266,185,230,0.5462,2016,"57.03378","-6.350935",30,0.788232025710012,202.719626168224
-384549.56,6341824.43,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2017001","2017-01-01","h17v03",2022115023625,34,"WH","Wet Heath",0.3716,0.1571,23.6,319,114,147,281,180,233,0.5287,2017,"57.03378","-6.350935",30,0.776094998019715,199.843902439024
-384549.56,6341824.43,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2018001","2018-01-01","h17v03",2022115212012,34,"WH","Wet Heath",0.3915,0.1603,20.7,326,134,157,296,186,241,0.5518,2018,"57.03378","-6.350935",30,0.809641077713469,202.803738317757
-384549.56,6341824.43,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2019001","2019-01-01","h17v03",2022116173038,34,"WH","Wet Heath",0.3695,0.1537,26.3,315,46,141,277,172,225,0.5232,2019,"57.03378","-6.350935",30,0.780817840289459,202.817757009346
-384549.56,6341824.43,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2020001","2020-01-01","h17v03",2022117220647,34,"WH","Wet Heath",0.4296,0.12,26.5,307,87,146,277,176,233,0.5496,2020,"57.03378","-6.350935",30,0.805711639116422,203.873831775701
-384549.56,6341824.43,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2021001","2021-01-01","h17v03",2022294172643,34,"WH","Wet Heath",0.4243,0.1424,26.1,306,116,154,276,184,236,0.5667,2021,"57.03378","-6.350935",30,0.816387615649045,204.96261682243
-384549.56,6341824.43,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2022001","2022-01-01","h17v03",2023221171149,34,"WH","Wet Heath",0.4524,0.12,29.3,303,102,141,278,179,234,0.5724,2022,"57.03378","-6.350935",30,0.821669315147822,204.565420560748
-384086.26,6341824.43,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2001001","2001-01-01","h17v03",2022070180635,33,"WH","Wet Heath",0.2994,0.1864,16.5,316,133,162,287,192,244,0.4858,2001,"57.03378","-6.343105",31,0.676409691594703,215.333333333333
-384086.26,6341824.43,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2002001","2002-01-01","h17v03",2022075075940,33,"WH","Wet Heath",0.3048,0.1386,24.6,318,59,136,289,170,249,0.4434,2002,"57.03378","-6.343105",31,0.685087606557332,213.698924731183
-384086.26,6341824.43,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2003001","2003-01-01","h17v03",2022078114550,33,"WH","Wet Heath",0.2734,0.1923,20.2,319,116,148,289,184,253,0.4657,2003,"57.03378","-6.343105",31,0.710664886985683,213.677419354839
-384086.26,6341824.43,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2005001","2005-01-01","h17v03",2022083212811,33,"WH","Wet Heath",0.3561,0.1465,24.1,296,115,157,268,191,237,0.5026,2005,"57.03378","-6.343105",31,0.628346827140253,211.258928571429
-384086.26,6341824.43,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2006001","2006-01-01","h17v03",2022084115002,33,"WH","Wet Heath",0.3342,0.155,21.6,307,127,157,285,195,248,0.4892,2006,"57.03378","-6.343105",31,0.669909668414734,209.287272727273
-384086.26,6341824.43,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2007001","2007-01-01","h17v03",2022085224510,33,"WH","Wet Heath",0.3633,0.1274,30.9,293,40,137,270,179,234,0.4907,2007,"57.03378","-6.343105",31,0.657165130072491,209.555555555556
-384086.26,6341824.43,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2008001","2008-01-01","h17v03",2022094210358,33,"WH","Wet Heath",0.2707,0.1787,17.9,367,119,150,271,185,232,0.4494,2008,"57.03378","-6.343105",31,0.664249225326064,211.543165467626
-384086.26,6341824.43,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2009001","2009-01-01","h17v03",2022096100000,33,"WH","Wet Heath",0.3796,0.1436,26.1,313,89,149,274,184,235,0.5232,2009,"57.03378","-6.343105",31,0.656930059964074,211.698529411765
-384086.26,6341824.43,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2010001","2010-01-01","h17v03",2022096153542,33,"WH","Wet Heath",0.3359,0.1774,21,305,124,160,279,191,236,0.5133,2010,"57.03378","-6.343105",31,0.61840233191965,216.458955223881
-384086.26,6341824.43,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2011001","2011-01-01","h17v03",2022101042911,33,"WH","Wet Heath",0.3367,0.12,28.8,323,53,133,278,175,230,0.4567,2011,"57.03378","-6.343105",31,0.685190721508012,217.111111111111
-384086.26,6341824.43,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2013001","2013-01-01","h17v03",2022105153143,33,"WH","Wet Heath",0.3833,0.1256,30.2,326,51,157,288,192,244,0.5089,2013,"57.03378","-6.343105",31,0.708129514486298,217.688172043011
-384086.26,6341824.43,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2014001","2014-01-01","h17v03",2022110133106,33,"WH","Wet Heath",0.4121,0.12,31.8,316,44,140,282,178,226,0.5321,2014,"57.03378","-6.343105",31,0.72395419235043,218.132616487455
-384086.26,6341824.43,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2015001","2015-01-01","h17v03",2022111220356,33,"WH","Wet Heath",0.4574,0.12,31.6,307,68,163,283,196,240,0.5774,2015,"57.03378","-6.343105",31,0.72004568842592,215.878136200717
-384086.26,6341824.43,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2016001","2016-01-01","h17v03",2022113070801,33,"WH","Wet Heath",0.3725,0.12,27.7,307,45,149,280,182,233,0.4925,2016,"57.03378","-6.343105",31,0.707108898476082,210.562724014337
-384086.26,6341824.43,463.312716528,1,1,"unique_pixel","MCD12Q2","2000-01-01","2024-06-01",TRUE,"A2017001","2017-01-01","h17v03",2022115023625,33,"WH","Wet Heath",0.3904,0.12,30.1,316,76,145,291,187,244,0.5104,2017,"57.03378","-6.343105",31,0.7182513510177,206.355855855856
